Title,Year,Journal,Keywords,Doi,Citation,Evidence_Hierarchy,Original Link,PMID,Abstract,Relevance
The long-term efficacy and safety of apatinib are inferior to sorafenib in the first-line treatment of advanced hepatocellular carcinoma: A systematic review and meta-analysis.,2024,Medicine (Baltimore),?,10.1097/MD.0000000000036865,"The long-term efficacy and safety of apatinib are inferior to sorafenib in the first-line treatment of advanced hepatocellular carcinoma: A systematic review and meta-analysis. SR&MA, Medicine (Baltimore), 2024, https://doi.org/10.1097/MD.0000000000036865, 38241568",SR&MA,https://doi.org/10.1097/MD.0000000000036865,38241568,"BACKGROUND: Apatinib, a novel tyrosine kinase inhibitor independently developed by China, has been widely used in the treatment of advanced hepatocellular carcinoma (HCC) in recent years. For more than a decade, sorafenib has been the classic first-line treatment option for patients with advanced HCC. However, the results of clinical studies comparing the efficacy and safety of these 2 drugs are still controversial. Therefore, the aim of this meta-analysis is to evaluate the efficacy and safety of apatinib versus sorafenib as first-line treatment for advanced HCC. METHODS: Up to August 14, 2023, the databases of PubMed, EMBASE, Cochrane Library, ClinicalTrials.gov, China National Knowledge Infrastructure, and Wanfang were searched, and clinical studies of experimental group (apatinib or apatinib plus transarterial chemoembolization [TACE]) versus control group (sorafenib or sorafenib plus TACE) in the first-line treatment of advanced HCC were included. Two researchers evaluated the quality of the included studies and extracted the data. Revman 5.4 software was used for meta-analysis. RESULTS: A total of 12 studies involving 1150 patients were included. Five studies are apatinib alone versus sorafenib alone, and the other 7 studies are apatinib plus TACE versus sorafenib plus TACE. The results of the meta-analysis showed that compared with sorafenib alone, apatinib could improve (OR = 3.06, 95%CI: 1.76-5.31), had no advantage in improving DCR (OR = 1.52, 95%CI: 0.86-2.68) and prolonging PFS (HR = 1.35, 95%CI: 0.94-1.96), and was significantly worse in prolonging OS (HR = 1.43, 95%CI: 1.08-1.88). Similarly, apatinib plus TACE was inferior to sorafenib plus TACE in prolonging OS (HR = 1.15, 95%CI: 1.03-1.28), although it improved ORR (OR = 1.49, 95%CI: 1.03-2.16). In terms of adverse drug events, the overall incidence of adverse events, and the incidence of drug reduction and discontinuation in the experimental group were significantly higher than those in the control group (P < .05). The incidence of hypertension, proteinuria, and oral mucositis in the experimental group was significantly higher than that in the control group (P < .05). CONCLUSION: In the setting of first-line treatment of advanced HCC, apatinib has improved short-term efficacy (ORR) compared with sorafenib, but the safety and long-term efficacy of apatinib are inferior to sorafenib.",0.5007441971951678
Combining Selective Internal Radiation Therapy with Immunotherapy in Treating Hepatocellular Carcinoma and Hepatic Colorectal Metastases: A Systematic Review.,2023,Cancer Biother Radiopharm,"['HCC', 'SIRT', 'immunotherapy', 'mCRC', 'radioembolization']",10.1089/cbr.2022.0071,"Combining Selective Internal Radiation Therapy with Immunotherapy in Treating Hepatocellular Carcinoma and Hepatic Colorectal Metastases: A Systematic Review. SR&MA, Cancer Biother Radiopharm, 2023, https://doi.org/10.1089/cbr.2022.0071, 36595357",SR&MA,https://doi.org/10.1089/cbr.2022.0071,36595357,"Background: Immunotherapy in the form of checkpoint inhibitors has changed the treatment paradigm in oncology. Combining selective internal radiation therapy (SIRT) with immunotherapy has been suggested to potentially improve outcomes in hepatocellular carcinoma (HCC) and metastatic colorectal carcinoma (mCRC). In this systematic review, the authors discuss the current developments and available clinical data regarding the combination of immunotherapy and SIRT in treating hepatic malignancies. Methods: PubMed, Embase, and Cochrane library were systematically searched for eligible studies (adhering to Preferred Reporting Items for Systematic reviews and Meta-Analyses guidelines). Original patient studies written in English language with patients with HCC or mCRC who were treated with SIRT and immunotherapy were included. Endpoints evaluated included overall survival (OS), progression-free survival (PFS), and objective response rate (ORR). Results: 1038 publications were screened, from which 1034 publications were excluded. Four studies with a total of 87 patients were included in this systematic review, of which two consisted of mCRC and the other two HCC. All four studies showed no increased toxicities of the combination therapy over known data on monotherapy. One mCRC study reported a median OS of 8 months, while the other mCRC study ended due to futility. Both reported an ORR of 0%. The two HCC studies reported a median OS of 16.5 and 16.2 months. Median PFS was 5.6 and 5.7 months. ORR ranged from 31% to 80%. Conclusion: The combination of SIRT and immunotherapy has been studied in four early-phase studies showing a favorable safety profile. Further studies are necessary to understand the possible synergy and possible benefit of combination therapy.",0.5001745150789517
Gene therapy for people with hepatocellular carcinoma.,2024,Cochrane Database Syst Rev,?,10.1002/14651858.CD013731.pub2,"Gene therapy for people with hepatocellular carcinoma. SR&MA, Cochrane Database Syst Rev, 2024, https://doi.org/10.1002/14651858.CD013731.pub2, 38837373",SR&MA,https://doi.org/10.1002/14651858.CD013731.pub2,38837373,"BACKGROUND: Hepatocellular carcinoma is the most common type of liver cancer, accounting for 70% to 85% of individuals with primary liver cancer. Gene therapy, which uses genes to treat or prevent diseases, holds potential for treatment, especially for tumours. Trials on the effects of gene therapy in people with hepatocellular carcinoma have been published or are ongoing. OBJECTIVES: To evaluate the benefits and harms of gene therapy in people with hepatocellular carcinoma, irrespective of sex, administered dose, and type of formulation. SEARCH METHODS: We identified randomised clinical trials through electronic searches in The Cochrane Hepato-Biliary Group Controlled Trials Register, CENTRAL, MEDLINE, Embase, LILACS, Science Citation Index Expanded, and Conference Proceedings Citation Index-Science. We searched five online clinical trial registries to identify unpublished or ongoing trials. We checked reference lists of the retrieved studies for further trials. The date of last search was 20 January 2023. SELECTION CRITERIA: We aimed to include randomised clinical trials assessing any type of gene therapy in people diagnosed with hepatocellular carcinoma, irrespective of year, language of publication, format, or outcomes reported. DATA COLLECTION AND ANALYSIS: We followed Cochrane methodology and used Review Manager to prepare the review. The primary outcomes were all-cause mortality/overall survival (whatever data were provided), serious adverse events during treatment, and health-related quality of life. The secondary outcomes were proportion of people with disease progression, adverse events considered non-serious, and proportion of people without improvement in liver function tests. We assessed risk of bias of the included trials using RoB 2 and the certainty of evidence using GRADE. We presented the results of time-to-event outcomes as hazard ratios (HR), dichotomous outcomes as risk ratios (RR), and continuous outcomes as mean difference (MD) with their 95% confidence intervals (CI). Our primary analyses were based on intention-to-treat and outcome data at the longest follow-up. MAIN RESULTS: We included six randomised clinical trials with 364 participants. The participants had unresectable (i.e. advanced inoperable) hepatocellular carcinoma. We found no trials assessing the effects of gene therapy in people with operable hepatocellular carcinoma. Four trials were conducted in China, one in several countries (from North America, Asia, and Europe), and one in Egypt. The number of participants in the six trials ranged from 10 to 129 (median 47), median age was 55.2 years, and the mean proportion of males was 72.7%. The follow-up duration ranged from six months to five years. As the trials compared different types of gene therapy and had different controls, we could not perform meta-analyses. Five of the six trials administered co-interventions equally to the experimental and control groups. All trials assessed one or more outcomes of interest in this review. The certainty of evidence was very low in five of the six comparisons and low in the double-dose gene therapy comparison. Below, we reported the results of the primary outcomes only. Pexastimogene devacirepvec (Pexa-Vec) plus best supportive care versus best supportive care alone There is uncertainty about whether there may be little to no difference between the effect of Pexa-Vec plus best supportive care compared with best supportive care alone on overall survival (HR 1.19, 95% CI 0.78 to 1.82; 1 trial (censored observation at 20-month follow-up), 129 participants; very low-certainty evidence) and on serious adverse events (RR 1.42, 95% CI 0.60 to 3.33; 1 trial at 20 months after treatment, 129 participants; very low-certainty evidence). The trial reported quality of life narratively as ""assessment of quality of life and time to symptomatic progression was confounded by the high patient dropout rate."" Adenovirus-thymidine kinase with ganciclovir (ADV-TK/GCV) plus liver transplantation versus liver transplantation alone There is uncertainty about whether ADV-TK/GCV plus liver transplantation may benefit all-cause mortality at the two-year follow-up (RR 0.39, 95% CI 0.20 to 0.76; 1 trial, 45 participants; very low-certainty evidence). The trial did not report serious adverse events other than mortality or quality of life. Double-dose ADV-TK/GCV plus liver transplantation versus liver transplantation alone There is uncertainty about whether double-dose ADV-TK/GCV plus liver transplantation versus liver transplantation may benefit all-cause mortality at five-year follow-up (RR 0.40, 95% CI 0.22 to 0.73; 1 trial, 86 participants; low-certainty evidence). The trial did not report serious adverse events other than mortality or quality of life. Recombinant human adenovirus-p53 with hydroxycamptothecin (rAd-p53/HCT) versus hydroxycamptothecin alone There is uncertainty about whether there may be little to no difference between the effect of rAd-p53/HCT versus hydroxycamptothecin alone on the overall survival at 12-month follow-up (RR 3.06, 95% CI 0.16 to 60.47; 1 trial, 48 participants; very low-certainty evidence). The trial did not report serious adverse events or quality of life. rAd-p53/5-Fu (5-fluorouracil) plus transarterial chemoembolisation versus transarterial chemoembolisation alone The trial included 46 participants. We had insufficient data to assess overall survival. The trial did not report serious adverse events or quality of life. E1B-deleted (dl1520) adenovirus versus percutaneous ethanol injection The trial included 10 participants. It did not report data on overall survival, serious adverse events, or health-related quality of life. One trial did not provide any information on sponsorship; one trial received a national research grant, one trial by the Pedersen foundation, and three were industry-funded trials. We found five ongoing randomised clinical trials. AUTHORS' CONCLUSIONS: The evidence is very uncertain about the effects of gene therapy on the studied outcomes because of high risk of bias and imprecision of outcome results. The trials were underpowered and lacked trial data on clinically important outcomes. There was only one trial per comparison, and we could not perform meta-analyses. Therefore, we do not know if gene therapy may reduce, increase, or have little to no effect on all-cause mortality or overall survival, or serious adverse events in adults with unresectable hepatocellular carcinoma. The impact of gene therapy on adverse events needs to be investigated further. Evidence on the effect of gene therapy on health-related quality of life is lacking.",0.4996525842717654
"Comprehensive review of clinical presentation, diagnosis, management, and prognosis of ruptured hepatocellular carcinoma.",2024,J Gastrointest Surg,"['Hepatocellular carcinoma', 'Outcomes', 'Rupture', 'Surgery', 'Transcatheter arterial chemoembolization']",S1091-255X(24)00458-X,"Comprehensive review of clinical presentation, diagnosis, management, and prognosis of ruptured hepatocellular carcinoma. SR&MA, J Gastrointest Surg, 2024, https://doi.org/S1091-255X(24)00458-X, 38759880",SR&MA,https://doi.org/S1091-255X(24)00458-X,38759880,"BACKGROUND: Spontaneous rupture of hepatocellular carcinoma (rHCC) is a life-threatening complication that occurs in 3 % to 15 % of patients with hepatocellular carcinoma (HCC). This review aimed to discuss the most recent updates in the epidemiology, pathophysiology, risk factors, diagnosis as well as presentation, management, and prognostic factors of rHCC. METHODS: A comprehensive systematic review was conducted using Medline/PubMed and Web of Science databases with the end of search date being December 1, 2023 regarding rHCC diagnosis, imaging, and management. RESULTS: Achieving adequate hemostasis and stabilization of the patient remains the primary objective in the management of patients with rHCC. In earlier studies, the mortality rate in the acute phase of rHCC was reported to be 25 % to 75 %. However, more recent studies have demonstrated that transcatheter arterial embolization (TAE)/transcatheter arterial chemoembolization (TACE) followed by elective hepatectomy in select patients may offer improved survival benefits and decrease perioperative complications compared with TAE/TACE alone or emergent/1-stage hepatectomy. CONCLUSION: Although the prognosis for rHCC remains the worst among causes of death related to HCC, more recent studies have demonstrated that improved short- and long-term patient outcomes may be achieved through active surveillance efforts for HCC combined with advanced multimodal diagnostic tools and multidisciplinary management strategies.",0.4989369968549998
Adverse events associated with hepatic arterial infusion chemotherapy and its combination therapies in hepatocellular carcinoma: a systematic review.,2025,Front Immunol,"['adverse events', 'combination therapy', 'hepatic arterial infusion chemotherapy', 'hepatocellular carcinoma', 'safety management']",10.3389/fimmu.2025.1531249,"Adverse events associated with hepatic arterial infusion chemotherapy and its combination therapies in hepatocellular carcinoma: a systematic review. SR&MA, Front Immunol, 2025, https://doi.org/10.3389/fimmu.2025.1531249, 40098973",SR&MA,https://doi.org/10.3389/fimmu.2025.1531249,40098973,"BACKGROUND: Hepatic arterial infusion chemotherapy (HAIC) has emerged as a promising treatment for unresectable hepatocellular carcinoma (HCC). However, the safety profiles of HAIC and its various combination therapies remain to be systematically evaluated. METHODS: We systematically searched PubMed, Embase, Cochrane Library, and Web of Science databases from inception to November 2024. Studies reporting adverse events (AEs) of HAIC monotherapy or combination therapies in HCC were included. The severity and frequency of AEs were analyzed according to different treatment protocols. RESULTS: A total of 58 studies (11 prospective, 47 retrospective) were included. HAIC monotherapy demonstrated relatively mild toxicity, primarily affecting hepatobiliary (transaminase elevation 53.2%, hypoalbuminemia 57.2%) and hematological systems (anemia 43.0%, thrombocytopenia 35.2%). HAIC with targeted therapy showed increased adverse events, including characteristic reactions like hand-foot syndrome (48.0%) and hypertension (49.9%). HAIC combined with targeted, and immunotherapy exhibited the highest adverse reaction rates (neutropenia 82.9%, transaminase elevation 97.1%), while HAIC with anti-angiogenic and immunotherapy showed a relatively favorable safety profile. Prospective studies consistently reported higher incidence rates than retrospective studies, suggesting potential underreporting in clinical practice. CONCLUSIONS: Different HAIC-based regimens exhibit distinct safety profiles requiring individualized management approaches. We propose a comprehensive framework for patient selection, monitoring strategies, and AE management. These recommendations aim to optimize treatment outcomes while minimizing adverse impacts on patient quality of life.",0.49539906240982945
Health-related quality of life analysis of the LEAP-002 study of lenvatinib plus pembrolizumab versus lenvatinib as first-line treatment for advanced hepatocellular carcinoma.,2025,ESMO Open,"['health-related quality of life', 'hepatocellular carcinoma', 'lenvatinib', 'pembrolizumab']",S2059-7029(25)00934-2,"Health-related quality of life analysis of the LEAP-002 study of lenvatinib plus pembrolizumab versus lenvatinib as first-line treatment for advanced hepatocellular carcinoma. RCT, ESMO Open, 2025, https://doi.org/S2059-7029(25)00934-2, 40435872",RCT,https://doi.org/S2059-7029(25)00934-2,40435872,"BACKGROUND: Patients with advanced hepatocellular carcinoma (HCC) have a substantial symptom burden that affects their health-related quality of life (HRQoL). Assessing the impact of first-line regimens on HRQoL is essential to evaluate clinical benefit in addition to efficacy and safety in this setting. METHODS: LEAP-002 is a randomized phase III trial of lenvatinib plus pembrolizumab versus lenvatinib plus placebo as first-line treatment for participants with advanced HCC. Patient-reported outcomes (PROs) were prespecified exploratory endpoints assessed in all participants randomly assigned to treatment using the European Organisation for Research and Treatment of Cancer Quality of Life Questionnaire Core 30 questionnaire (EORTC QLQ-C30), EORTC QLQ Hepatocellular Carcinoma 18-item module (EORTC QLQ-HCC18), and EuroQol 5-dimension, 5-level questionnaire (EQ-5D-5L) at baseline and throughout the trial. Median time to confirmed deterioration (TTD) in PROs was estimated using the Kaplan-Meier method. Least-squares mean change from baseline to week 27 (latest time point when completion and compliance rates were >/=60% and >/=80%, respectively) in PRO scores was assessed using a constrained longitudinal data analysis model. No formal hypotheses were tested. RESULTS: The PRO population comprised 779 participants (lenvatinib plus pembrolizumab, n = 390; lenvatinib plus placebo, n = 389). Completion rates for all PRO assessments were >94% at baseline and >63% at week 27. Median TTD for EORTC QLQ-C30 global health status/quality-of-life score was 11.5 months [95% confidence interval (CI) 5.6 months-not reached] in the lenvatinib plus pembrolizumab group and 4.3 months (95% CI 3.5-5.5 months) in the lenvatinib plus placebo group (hazard ratio 0.80, 95% CI 0.65-0.98). TTD and least-squares mean change from baseline to week 27 were similar between treatment groups for EORTC QLQ-C30 scales, EORTC QLQ-HCC18 scores, and the EQ-5D-5L visual analog scale. CONCLUSION: Adding pembrolizumab to lenvatinib, which is a current first-line option as a single agent, maintained HRQoL during the first-line treatment of participants with advanced HCC.",0.49463926574441763
Decision-Making Scoring System for the Repetition of Conventional Transarterial Chemoembolization in Patients With Inoperable Hepatocellular Carcinoma.,2022,Clin Transl Gastroenterol,?,10.14309/ctg.0000000000000506,"Decision-Making Scoring System for the Repetition of Conventional Transarterial Chemoembolization in Patients With Inoperable Hepatocellular Carcinoma. RCT, Clin Transl Gastroenterol, 2022, https://doi.org/10.14309/ctg.0000000000000506, 35905418",RCT,https://doi.org/10.14309/ctg.0000000000000506,35905418,"INTRODUCTION: Patients with unresectable hepatocellular carcinoma treated with conventional transarterial chemoembolization (cTACE) have heterogeneous tumor burden and liver function. Therefore, the selection of patients for repeated cTACE is challenging owing to different outcomes. This study aimed to establish a decision-making scoring system for repeated cTACE to guide further treatment. METHODS: All patients with hepatocellular carcinoma who underwent cTACE between 2008 and 2019 were included and randomly assigned into training (n = 324) and validation (n = 162) cohorts. Tumor Size, number of Masses, Albumin-bilirubin score, baseline Alpha-fetoprotein level, and Response to initial cTACE session were selected to generate a ""SMAART"" score in the training cohort. Patients were stratified according to the SMAART score: low risk, 0-2; medium risk, 3-4; and high risk, 5-8. Prediction error curves based on the integrated Brier score and the Harrell C-index validated the SMAART scores and compared them with the Assessment for Retreatment with Transarterial chemoembolization (ART) score. RESULTS: The low-risk group had the longest median overall survival of 39.0 months, followed by the medium-risk and high-risk groups of 21.2 months and 10.5 months, respectively, with significant differences (P < 0.001). The validation cohort had similar results. The high-risk group had 63.1% TACE refractory cases. The Harrell C-indexes were 0.562 and 0.665 and the integrated Brier scores were 0.176 and 0.154 for ART and SMAART scores, respectively. DISCUSSION: The SMAART score can aid clinicians in selecting appropriate candidates for subsequent cTACE. A SMAART score of >/=5 after the first cTACE session identified patients with poor prognosis who may not benefit from additional cTACE sessions.",0.49208856378272225
Efficacy and Safety of Metronomic Capecitabine in Hepatocellular Carcinoma: A Systematic Review and Meta-analysis.,2024,J Gastrointest Cancer,"['Adverse events', 'Chemotherapy', 'Hepatocellular carcinoma', 'Meta-analysis', 'Metronomic capecitabine']",10.1007/s12029-024-01103-w,"Efficacy and Safety of Metronomic Capecitabine in Hepatocellular Carcinoma: A Systematic Review and Meta-analysis. SR&MA, J Gastrointest Cancer, 2024, https://doi.org/10.1007/s12029-024-01103-w, 39160369",SR&MA,https://doi.org/10.1007/s12029-024-01103-w,39160369,"BACKGROUND AND OBJECTIVE: Metronomic capecitabine has been found to be useful in several types of cancers such as pancreatic cancer, breast cancer, gastrointestinal cancers, nasopharyngeal carcinoma, and metastatic colorectal cancer. This unique systematic literature review and meta-analysis was undertaken to assess the effectiveness and safety of metronomic capecitabine as a treatment regimen for hepatocellular carcinoma. METHOD: A systematic search of major databases was performed. Eight studies that dealt with the use of metronomic capecitabine for hepatocellular carcinoma (HCC) were selected, seven were non-randomized control trials (n-RCTs), and one was a randomized control trial (RCT). Meta-analysis of these studies was performed using Review Manager v5.3 and STATA 15.1 software. The pooled prevalence of overall survival (OS), progression-free survival (PFS), overall response rate (ORR), grade 1-2 adverse events (grade 1-2 AEs), grade 3-4 adverse events (grade 3-4 AEs) was determined, including publication bias and sensitivity analysis. RESULT: Eight studies met the inclusion criteria, combining the pooled data of 476 patients from safety and efficacy studies. The pooled prevalence of disease control rate (DCR) and overall response rate (ORR) achieved with metronomic capecitabine was 36% (95% CI 32-41) and 7% (95% CI 5-9) respectively. The median progression-free survival (PFS) and median overall survival (OS) were 3.57 months (95% CI 3.29-3.85) and 11.75 months (95% CI 10.56-12.95) respectively. The incidence of grade 3-4 adverse events (grade 3-4 AEs) and grade 1-2 adverse events (grade 1-2 AEs) was 38% (95% CI 32-44) and 73% (95% CI 67-79) respectively. CONCLUSION: This meta-analysis highlights metronomic capecitabine as a potential treatment for hepatocellular carcinoma (HCC) in the advanced stage. However, effective management of capecitabine's side effects is essential.",0.4914954465595426
Embolization alone is as effective as TACE for unresectable HCC: systematic review and meta-analysis of randomized controlled trails.,2024,BMC Gastroenterol,"['Hepatocellular carcinoma', 'Meta-analysis', 'Transarterial chemoembolization', 'Transarterial embolization']",10.1186/s12876-024-03282-z,"Embolization alone is as effective as TACE for unresectable HCC: systematic review and meta-analysis of randomized controlled trails. SR&MA, BMC Gastroenterol, 2024, https://doi.org/10.1186/s12876-024-03282-z, 38849765",SR&MA,https://doi.org/10.1186/s12876-024-03282-z,38849765,"BACKGROUND: Despite transarterial chemoembolization (TACE) was recommended as first line therapy for intermediate hepatocellular carcinoma (HCC), the efficacy of transarterial embolization (TAE) has not been widely recognized. This work was to determine whether TAE was as effective and safe as TACE for unresectable HCC. METHODS: We performed a systematic search of electronic databases and other sources for randomized controlled studies (RCTs) comparing TAE with TACE for unresectable HCC. Results were expressed as Hazard Ratio (HR) for survival and Odds Ratio (OR) for dichotomous outcomes using RevMan 5.4.1. RESULTS: We included 6 trials with 683 patients. The risk of bias of included RCTs was from unclear to high risk. There were no significant differences between TACE and TAE for progression-free survival (HR 0.83, 95% CI 0.45-1.55; p = 0.57), overall survival (HR 1.10, 95% CI 0.90-1.35; p = 0.36), and objective response rate (OR 1.17, 95% CI 0.80-1.71; p = 0.42) without obvious publication bias. Sensitivity analyses confirmed the robustness of the results. TAE group reported similar or less adverse effects than TACE group in all the studies. CONCLUSIONS: Our study demonstrated that TAE was as effective as TACE. Since TAE was simpler, cheaper and had less adverse effects than TACE, TAE should be a better choice in most cases where TACE was indicated for unresectable HCC.",0.4900638438910273
Systematic Review and Pharmacokinetic Meta-analysis of Doxorubicin Exposure in Transcatheter Arterial Chemoembolization and Doxorubicin-Eluted Beads Chemoembolization for Treatment of Unresectable Hepatocellular Carcinoma.,2022,Eur J Drug Metab Pharmacokinet,?,10.1007/s13318-022-00762-z,"Systematic Review and Pharmacokinetic Meta-analysis of Doxorubicin Exposure in Transcatheter Arterial Chemoembolization and Doxorubicin-Eluted Beads Chemoembolization for Treatment of Unresectable Hepatocellular Carcinoma. SR&MA, Eur J Drug Metab Pharmacokinet, 2022, https://doi.org/10.1007/s13318-022-00762-z, 35543895",SR&MA,https://doi.org/10.1007/s13318-022-00762-z,35543895,"BACKGROUND: Almost 15 years after the introduction of transarterial chemoembolization (TACE) with drug-eluting beads (DEB-TACE) for hepatocellular carcinoma (HCC) therapy, the mean peak plasma concentration (C(max)) and area under the concentration-time curve (AUC) for doxorubicin have still not been systematically reviewed or meta-analyzed. OBJECTIVE: To conduct a systematic review and meta-analysis of available data and establish a reference range for C(max) and AUC of doxorubicin DEB-TACE and TACE, as well as explore the potential influence of microspheres' size and type on these parameters. METHODS: PubMed, EMBASE, and Web of Science were searched from August 1992 through December 2021. Studies measuring exposure parameters among HCC patients treated with doxorubicin DEB-TACE without restriction on language were included. Two independent reviewers extracted and unified data sets for pooled estimate analysis. The quality of the evidence was assessed via the Grading of Recommendations Assessment, Development and Evaluation framework. The ClinPK Statement checklist and Newcastle-Ottawa Scale (NOS) were used to determine the quality of studies. RESULTS: Out of 666 studies, 246 full-text were reviewed, and 8 studies entered the meta-analysis (120 patients). C(max) and AUC of doxorubicin were 7.52-fold (95% CI 7.65 to 7.42-fold; P < 0.0001) and 1.91-fold (95% CI 1.95 to 1.88-fold; P = 0.0001) lower with DEB-TACE compared to TACE. Significant reduction in pooled standardized mean difference (SMD) of C(max) and AUC was observed with DEB-TACE versus TACE in direct comparison analysis (- 2.93; 95% CI - 3.60 to - 2.26, P < 0.00001, and - 1.73 95% CI - 2.55 to - 0.91, P < 0.0001, respectively). Moreover, in DEB-TACE stratification analysis, small microspheres revealed higher C(max), AUC and tumor response rate as well as lower complication rate. LIMITATION: The heterogeneity could not be completely addressed through sensitivity and stratification analysis. CONCLUSION: This meta-analysis provides exposure parameters of doxorubicin and justifies the advantage of DEB-TACE over TACE in terms of safety for patients with unresectable HCC. This study showed a marked association between the size of microsphere and exposure parameters of doxorubicin supporting the preference for small microspheres in DEB-TACE. The moderate and low quality of evidence is assigned to the C(max) and AUC, respectively.",0.48795517097014307
Fucoidan Improves Tumour Control and Liver Function in TACE for Unresectable Hepatocellular Carcinoma: A Randomised Trial.,2025,Liver Int,"['disease control rate', 'hepatocellular carcinoma', 'hepatoprotection', 'low-molecular-weight fucoidan', 'transarterial chemoembolization']",10.1111/liv.70347,"Fucoidan Improves Tumour Control and Liver Function in TACE for Unresectable Hepatocellular Carcinoma: A Randomised Trial. RCT, Liver Int, 2025, https://doi.org/10.1111/liv.70347, 40960276",RCT,https://doi.org/10.1111/liv.70347,40960276,"BACKGROUND: Hepatocellular carcinoma (HCC) is a leading cause of cancer-related mortality. Transarterial chemoembolization (TACE) is the standard locoregional therapy for unresectable HCC but is limited by high recurrence and hepatic toxicity. Low-molecular-weight fucoidan (LMF), a sulfated polysaccharide from brown seaweed, has anticancer and hepatoprotective properties. This study assessed whether LMF enhances tumour response and preserves liver function when combined with TACE. METHODS: In this randomised, double-blind, placebo-controlled trial, 82 patients with unresectable HCC were randomly assigned (1:1) to receive LMF (4.4 g twice daily) or placebo for 6 months in addition to TACE. Tumour response was assessed using modified RECIST criteria, and liver function was monitored via Child-Pugh classification. The primary endpoint was disease control rate (DCR), with objective response rate (ORR), liver function and adverse events as secondary endpoints. RESULTS: Baseline characteristics were well balanced. DCR was significantly higher in the LMF group (95.24% vs. 80.00%, p = 0.035), with a lower progressive disease rate (4.76% vs. 20.00%). ORR was higher in the LMF group (52.38% vs. 35.00%) but not statistically significant (p = 0.1129). LMF preserved liver function (p = 0.029), with more patients maintaining Child-Pugh Class A (80.95% vs. 62.50%). Adverse event rates were similar, and no severe adverse events occurred. CONCLUSIONS: LMF improved tumour control, preserved liver function and had a favourable safety profile. These findings suggest LMF may mitigate TACE-related hepatic toxicity and prolong treatment eligibility, warranting further validation in larger trials.",0.4877805930616387
Navigating through the PD-1/PDL-1 Landscape: A Systematic Review and Meta-Analysis of Clinical Outcomes in Hepatocellular Carcinoma and Their Influence on Immunotherapy and Tumor Microenvironment.,2023,Int J Mol Sci,"['hepatocellular carcinoma (HCC)', 'immune checkpoint inhibitors (ICIs)', 'immunotherapy', 'programmed cell death protein 1 (PD-1)', 'programmed cell death-ligand 1 (PDL-1)', 'tumor microenvironment (TME)']",10.3390/ijms24076495,"Navigating through the PD-1/PDL-1 Landscape: A Systematic Review and Meta-Analysis of Clinical Outcomes in Hepatocellular Carcinoma and Their Influence on Immunotherapy and Tumor Microenvironment. SR&MA, Int J Mol Sci, 2023, https://doi.org/10.3390/ijms24076495, 37047482",SR&MA,https://doi.org/10.3390/ijms24076495,37047482,"This systematic review aimed to assess the prognostic significance of programmed cell death-ligand 1 (PDL-1) and programmed cell death protein 1 (PD-1) in hepatocellular carcinoma (HCC). Medline, EMBASE, and Cochrane Library database searches were conducted, revealing nine relevant cohort studies (seven PDL-1 and three PD-1). Our meta-analysis showed that PD-1/PDL-1 was a marker of poor survival, regardless of the assessment method (PD-1 overall survival (OS): hazard ratio (HR) 2.40; 95% confidence interval (CI), 1.30-4.42; disease-free survival (DFS): HR 2.12; 95% CI, 1.45-3.10; PDL-1: OS: HR 3.61; 95% CI, 2.75-4.75; and DFS: HR 2.74; 95% CI, 2.09-3.59). Additionally, high level of PD-1/PDL-1 expression was associated with aging, multiple tumors, high alpha-fetoprotein levels, and advanced Barcelona Clinic Liver Cancer stage. This high level significantly predicted a poor prognosis for HCC, suggesting that anti-PD-1 therapy is plausible for patients with HCC. Furthermore, HIF-1 induces PD-1 expression, and PD1(low)SOCS3(high) is associated with a better prognosis. Taken together, combination therapy may be the key to effective immunotherapy. Thus, exploring other markers, such as HIF-1 and SOCS3, along with PD-1/PDL-1 immunotherapy, may lead to improved outcomes.",0.485794572580867
